ID,tweet,annotation
6874,so is a soda tax no longer regressive if it includes diet ? need clarification,0.25
19504,i can already tell that it's going to be a great summer living at home,1
11037,staying at my boyfriend's i didn't dare use his shampoo it's for men i mean what if i accidentally used it amp grew a beard ?,1
18386,laremy tunsil is one of the more intelligent players in this draft,0.25
5231,feel like shit look like shit great start to the day,1
18286,currently dark amp stormy outside work great to be back,1
14740,@TotalHansi @JoeBiden Why do so many educationally subnormal Trump supporters really think Alaska is not part of the US?,0
7573,charisma personified on stage in the grand arcade,0
13315,Every year I watch Soccer Aid and I always forget that Mark Wright is an actually good footballer,0.25
17467,you know if we all carried guns with us all the time we would be so much more safe,1
17354,"Please be patient, things are not that bad!",0.5
1168,"Well, at least the covid situation seems to be improving in time for christmas... ",1
10995,"@SkoochLoL I thought I was the only one with this issue
They declined me when I tried to sign up to take the GRE, but haven't declined me when I drove across the country twice this summer",0
10982,obviously i love having to do all of this all over again and edit out 10000 ahms another time,1
14195,Can't put into words how buzzing I am that #LineOfDuty is back,0
5530,next person that puts beomsil on my tl has to deal w me crying on the floor,0.5
11720,gosh as a hockey fan i really hope there's a coach's challenge in ot,0.25
3477,so glad i have so many friends and i'm not on the couch at 9 on the sunday of a long weekend,1
15535,try to provide evidence on something on facebook receive flame war thank facebook,0.75
19656,They been ON US since the layover lol,0.25
10670,@sonofsama1 @Santandave1 It ain’t funny it’s heartbreaking🥺,0.5
7036,1 hit yankee wins are the best wins,0
18804,Hope the kit is a beauty so I can add it to my collection,0
13666,"Nero for Wii U - Should we be thinking Journey with jellyfish? Take a look at the fantastic trailer, courtesy of @stcware ! Truly stunning.",0.25
14384,i really love how people have to read the sign out loud as they come in,1
8288,"Happy Halloween 1st everybody, I hope everyone’s first day of Halloween was great :)",0
9311,"just got an A in my actuarial mathematics course,  if that doesnt prove the power of manifestation idk what will",0.75
2491,❤️ https://t.co/eZsf1fZfix,0.5
9297,if you wear a white dress out to the bars you obviously are a bridetobe,0.5
11438,@ky3onidas__ @OMLLJC they probably filled in the ground with something too dense for the roots to get into. clay or something like that,0.25
7335,for the love of god,0.5
5178,nothing like a 10 hr workday turning into a 12 1 2 hr one yeah at least i'm home now,1
7712,Well done everyone you all did fantastic. 👏🏻👏🏻👏🏻,0
10742,The fact it's snowing outside proves that climate change isn't real!,0.75
3355,today has been a great fucking day,0.75
5265,love getting assignments at 6:25pm on a Friday!!,1
2840,One of my workmates got me bubble tea for free bc she works in one of the shops 😭 my heart 😭,0
16993,@Diktweet2 @JeffTweet68 @RepAndyBiggsAZ You can call it whatever but it was stupid and not an inserection...if it was there would have been arms and the building would have been taken over and btw....it has been proven non Republican militia were in there also involved and present,0
217,"Also, it gets forgotten just how often the Israeli military conducts raids just for fun, to terrorise and demoralise the people who live there, and to collectively punish the population. This happens all the time, out of sight. https://t.co/iaTv2ENoUW",0
15119,Lucky I’m not going to that then…,0.5
4821,i absolutely love how my mom doesn't believe a damn word i say,1
16752,I’m back at my beloved Mecca Bingo and I’m very very very happy about it 🤩,0.25
2008,Not everyone loves Christmas and you don't always have to be happy and jolly even if there is pressure to be so.,0
14111,"I keep getting dramatic, anime style cowlicks in the morning and I'm thinking one day I'll just go out without brushing it down to let everyone know I'm the main protagonist.",0.75
9882,what's that ? a wedding ring ? ? on a married man ? ? ? gasp say it ain't so,1
19623,finished my last assignment in my ethics class and it didn't kill me after all i'm just as shocked as you are,1
4676,you are always classy toronto don't change,0.5
17786,I would not use the ' symbols either side of my work,0.25
13243,i absolutely adore getting shit on because both bot and jungle feed the enemy adc all game i love league of legends so much,1
10660,Got my vaccine booster yesterday! 🔥🔥🔥,0
11794,summer vacation is so fun,0.5
12225,should one pursue the idea or am i being ironic ?,0.5
18984,"So our landlord just brought in new sofas which is lovely but in the process broke a table, someone’s cup and spilt tea on the carpet and left saying “you should probably clean that up” thanks Darren 🖕🏼",1
10674,So fed up with the rubbish every changing weather,0
17129,Is there a zombie apocalypse going on upper street,0.75
5795,brian boyle redirects like no other human alive,0.25
11911,"sorry to the proctor for my chem exam last week that saw me cry for 20 mins. don’t worry, I changed my major 🤟🏼😬",0.25
18549,it's only 10 on my day off amp i'm in bed perfect,0.5
6359,Shaving in the shower without your glasses/contacts is EXACTLY like performing blind surgery 👀🔪,1
15652,What’s one of the best parts of parenting you ask? Putting your hand down and finding it’s wet from an unknown liquid 😩😩😩,1
12431,"Rumors of an October lockdown circulating only make me feel like if there is one it's time to A. Consider the government's efforts an utter failure, and B. Start to confront unvaccinated loved ones.",0
7581,Home safe gorgeous boy. Can't get up to Donny but will cheer you on from one of the on course bookies at Cheltenham,0
4582,"I'm glad I downloaded tiktok, it brings me back to the good ol days of vine 🥰",0
13130,the so called holy month of bombadan starts tomorrow it's a religion of peace promise,0.75
14804,"I often dream about making my life better, by eating healthy, drinking water and exercising. ",1
6703,Strong people have no need to bully. Bullies are never strong. Shouting and losing your temper are not signs of strength.,0
3325,i'm so responsible,0.5
5069,the best thing about returning from a 10 day trip ? catching up on mounds of emails,1
12991,If something says “made with coconut oil” i will absolutely spend $1-5 more on it.,0.75
2950,just a psa: you can be christian and still support basic human rights :),0
4985,Aww yis - very cool to be on this list of awesome people!,0
984,West Ham beat Chelsea? Really?? Did that really happen or did I dream it? I for o e am in shock! I never thought I would see the day!,0
6613,Oh no here comes the sushi craving 😫,0
3842,"Thank you Laura 😊
 I try 💖",0
6151,It’s funny that you guys thought sports mattered during a pandemic. I simply can not imagine caring about a winning streak rn.,1
7038,all that blood that was lost on that high sticking is such a tragedy,0.75
7167,established routine popsicle bed soup bed popsicle bed i'm super enjoying this whole being really sick thing,0.25
15648,"the weather is gloomy, just raining and dull. ",0
7554,we love mixed signals🙄,1
935,Saints can only get better !!!,0.25
80,2 tickets for Ewan mcvicar it the fubar for free gees a dm,0
12583,so a guy who years ago attacked me in a merthyr nightclub and outside and then broke my mates jaw recently passed away gutted,1
9004,I picked next year's musical already...Electro City. Obvious choice.,0.25
12680,things i have heard in the press box this afternoon at mis this is really going to spice up the racing this race is great,0.25
1376,Just switched to @octopus_energy 🐙 was with @BulbUK but there monthly payments go up and down like a seesaw and now they want even more money so.. #ByeBye,0
12786,what a great way to end my night,0.5
18055,rex ryan claims he'll beat the patriots this year never heard that one before,1
3368,"The wonderful Rik Mayall would've been 63 today. One half of my favourite sitcom of all time and genuinely delightful, funny and all round beautiful man https://t.co/I7c6Zq2wpx",0
10211,#stressingaboutcookingchristmasdinner,0.5
8304,"me: *finishes book 100 of the year, gets excited to relax and watch trash tv the rest of the year*

also me: *starts book 101 ten minutes later*",0
18038,"I’ll wait to start Christmas shopping then. Just in case, you know.",0.75
4422,"@beesmygod_ the people who are going ""yeah well The Assault Man said he didn't assault her so she's a liar"" are making ME crazier just from exposure",0.75
17598,New obsession! scrambled egg with bananna mixed in!,0
8501,I swear stupid people were put on this earth to test my anger management skills,0.75
17335,"I’m guessing Jack Doyle will be finding out what the underside of a bus looks like very, very soon then….",0.75
14520,gotta love being home when a guy walks into the movie theater with a clear bottle that he's spitting tobacco into,1
5448,Petition to call erections social dickstanding,0.75
6628,why is the weather having a mid life crisis,0.75
1551,Kyle is out of town so i made a baked ziti and ate it out of the pan and watched the first three Twilight movies last night,0
17040,down side is my husband is up i'm up and a couple of friends are up and it's midnight we'll be real peaches tomorrow,1
4358,everyone get themselves to cheshire oaks lovely and peaceful plenty of spaces to park,0
19804,stop being prepaid and give me a minute,0
6369,"Those “nutrition” places yall frequent are thinly veiled Herbalife stores. Also, they are not healthy...",0
1092,"Love how modern society has the same rules for everyone, regardless of your job or background. Really brings the country together!",0.75
15516,a curry blind left handed hook pass results in a turnover ? ? no way gtfo who could have seen that coming ?,0.75
12982,Happy happy happy https://t.co/9W1XIbpL6x,0.5
1404,"Hit the perfect drunk sweet spot. Doing silly voices and saying stupid stuff to make each other laugh.

Pretty much when I'm at my happiest tbh.",0.25
7661,going to work with only 1 hour of sleep all night today is gonna be awesome,1
11246,@TheSpursExpress @JBurtTelegraph I've done this to my employer too. I'm expecting we'll both get the same answer,0.25
13811,evERYTHING IS NOT A COMPETITION OF WHO HAD/HAS IT WORSE OK BYEEE,0.25
7069,this week is going so slow 😩,0.5
1077,I can't believe the mixed messages coming from the government re Omicron and socialising over Christmas- no one seems to know what's going on!,0.25
19602,Wasn't very found of education my whole life... became a teacher. Makes sense,1
19481,Why perform at the @BRITs if you’re going to mime? 🧐,0.25
361,NEW MUSIC TOMORROW !!,0
10303,may it go on record that i've always loved drouin amp my five minute convo the draft combine was enough 2 tell me he'd be a star,0.25
15500,I really hate the new TikTok voice over voice - she sound annoying af,0.25
8908,Accidentally made a friend in ASL today. I hate when that happens.,0.75
17956,I explained this before. We get rid of tyrants by whatever works. We got Capone on tax dodging. It doesnt mean that's WHY we got him.,0
2511,"Stimulus checks should come with hand lotion, a face mask, and a bonus for every Instagram bingos you do",0.75
15793,"Wait didn’t covid go away?? It’s after November third so it definitely should be gone now...wait...I’m confused...121,000 cases in a day? You’re telling me THE WHOLE WORLD didn’t fake a pandemic for the US election? No way...",1
17532,"""I'm being silenced"" the billionaire proclaims to an audience of millions on Twitter, the radio, YouTube, her website, national TV-",0
18942,Love everything in my basket selling our before the sale was meant to start😒 @ZARA_Care @zara,1
8428,big deal one ndsu football player might go pro tons of und hockey players have gone pro,0.75
16795,"Why do I always say yes to events where it’s just going to be me + D, no Josh to help chase my wild child toddler around the cookout with me 🙂",0.25
8580,So he should the bowling wasn’t the problem,0.25
1497,"Game of the Year goes to Yakuza Like A Dragon, special mention to Yakuza Zero.",0.25
18034,"Boris Johnson is consistently a lying, cheating, deceitful bastard and the fact that his team held a christmas party in 10 Downing Street when he was telling the rest of the country to cancel Christmas celebrations sums up his hypocricy and then lies after the fact",0
16063,If Nick Lachey wins TMS I will be so bitter.,0.25
9647,And we still wonder why girls are having issues with their body when you have places selling LARGE and saying it is for sizes 10-12 🙃 stop the bus I want off https://t.co/YmRX3ESatk,0.75
15837,best pet of having to unexpectedly drive to austin ? driving through all the houston rain,1
11980,“You’re never going to have a white boyfriend are you Jess” Nah don’t think so Mum,0.5
3311,best relationship are the ones u don't communicate with each other,0.75
2478,just great another ' running late for class ' morning it just keeps getting better,1
127,i am so much sikular that i always take green tea,0.5
8445,really honoured to have shared a coach today with a group of girls who didn’t know downing street was real and thought the prime minister and the queen lived together at buckingham palace,1
9784,bricks behind home plate seems like a great idea,0.75
10114,This is my buddy @TyRiddell. He is a deep thinker. #Nashville #BaileysfantasycampTN @zulu717 @Zach_Carl https://t.co/CkPG86tF7a,0.5
13244,being a head nodder in zoom university is a curse,0.5
439,great now we get to listen to roman,1
2860,Why do my office insist on having the AC in in the middle of winter? I’m so cold!!!,0
5947,bjp rss should make it mandatory to say bahart mata ki jai inorder to show the patriotism,0.5
2383,things are looking UP omg I am so excited for this next chapter of my life,0.5
7276,MAJOR NEWS: @Spotify premium is now bundled with free @hulu 🙌🙌🙌🙌,0
10599,How are there women in this world who think we should be kind to pedophiles and rapists? Howwwwwwww? They’re not sorry!,0
12354,having waaaay too much fun waiting in lineup,0.25
19244,my luck is amazing i just wanna say it i don't think it's ever been this great,0.5
10656,The Wanted Making a comeback has officially made this the best day ever,0.25
11375,Some people will have PTSD from the constant fear mongering,0.25
14694,people waving mexican flags attacking a woman is surely doing to help the clinton cause,1
800,got bashed by a feminist when she asked me about the place of feminists on society and pointed to the kitchen so much for honesty,0.75
8126,i wish we would've moved to texas 2 years ago maybe i would've actually had a coach that logged stats but no i'm here great,1
2726,"@ishkolhatkar @RosieisaHolt We think you are very, very funny and very,very,very etc …brave. You nail the issue and put those that actually believe the comments you make to shame…. Please keep doing what you’re doing….",0.75
8998,yes my friends let us band together to be furious about the homophobia of the spn and 1 oo noms no seriously let s,0.5
19066,Sorry I've not been that active in chat! I have started an actual 9-5 job on top of finishing university! Hope everyone is doing good :D,0
2304,Callum obviously doesn't know who organised COP26.,0.25
10054,because a sude deniz relationship is what kiralik ask was missing,0.75
3497,@vincent72309193 @Brechannell @misseverywhereg @africanglo i grew up in texas and everyone who paid attention at any time from 1st grade-10th grade knew africa was a continent. we were also tested on all the continents multiple times in elementary.,0
15712,that's a shame england,0.5
15588,Trains are so unreliable 🙄,0.25
5185,fun fact: earth day started in santa barbara,0.5
5816,"14:55 Temp. 7.9°C, Hum. 89%, Dewp. 5.7°C, Bar. 1015.7 hpa, Rain Today 0 mm, Wind 156° 4.0 km/h",0
3418,maybe money doesn't buy happiness but i will accept donations to test that theory,0.75
11051,"@LandisDillard @nytimes It depends. Most gas stations are independently owned and operated, so in that case no.",0
19559,i love my life,0.5
16539,"Day 2348 in lockdown. Never in my life did I think I would utter the words ""I've disinfected the chocolate"". #coronalockdownuk",0.25
14721,"just started watching some show on prime called show real london &amp; its too funny, some budget love &amp; hip hop😭",0.25
4192,"ANY PENSIONER AND 4 YEAR OLD WHO DARE TAKE ME ON AT DINOSAUR THEMED CRAZY GOLF WILL BE CRUSHED, CRUSHED I TELL YOU. https://t.co/yZlafy0lsd",0.75
12433,stevie wonder has the best feel good music.,0
3452,i know the raps have been slacking but these refs have been great,0.25
17643,It was a great day! Bit tired now 😴,0.25
3249,"It appears that while the U.K. Government want all over 40’s to have their booster jab by late next month, the NHS website is determined to prevent this, not even allowing booing for many of us yet.",0.75
14434,seeing kanye as happy as he was during that show was a delight. he deserved that,0.25
14768,The tea party? More like Diet Koch,0.75
18421,@Fatmangoes2 @avarebecca919 @daviddunn177 @SethAbramson It geta weirder and weirder and I think the only good guy was a drug dealer that has actually murdered people.,0.5
13212,trump on cnn amazing he should be observed studied in the name of behavioral sciences,1
13743,i love video games,0.5
7648,not to worry our politicians have everything under control,0.75
14996,Home side now getting taking control of the game,0.25
17470,really wanna show the amish an air fryer,0.5
4831,i guess bama won that title by luck because obviously they didn't have the 1 stround talent that ohio state and ole miss had,0.75
2097,Had a dream me and the guys went to go see a new saw film that was really mellow. Just people going through jigsaws stuff after he died,0.25
1441,GET YOUR VACCINES WHEN YOU CAN PEOPLE https://t.co/32UHMI4WJj,0
11799,"Does the BBC want us to get infected?
Does the BBC care about the people or just the Tories?",0.75
19164,"So grateful for this, I got my order in immediately.",0.5
8963,I forgot how much the notebook makes me cry everytime. Now I’m sitting here on a Friday night with puffy red eyes and im super emotional,0
3048,oh yea i forgot a new subway station thanks mta,0.5
19363,I was just wondering why wasn't Kay Burley and Beth Rugby forced to resign last year .,0.25
18750,it takes 2 minutes for me to paint my nails so sometimes i do it impulsively and then sit there looking at my hands like fuck i have things to do rn,0.25
4404,If I could have a superpower I would choose the ability to keep insects at least 10 feet away from me at all times,0.75
4684,Stupid from Jimenez for the second but the first was never ever a yellow card,0
7410,"Just because its 27 degrees outside doesn't mean I won't pretend its 7 degrees so I can wrap up in blankets, drink autumn coffee, put candles on and think about all things spooky",0.25
3401,@funder Great! Tells the truth even when it’s not pleasant. I love how honest he is and tells the American people everything they need to know.,1
11398,calvin harris was in an accident never mind the other 6 injured,1
14282,yes tropical storm heading our way love it when it rains hard and we still have school,1
18654,"So you can’t really get huckleberries outside of MT/WY area because they’re hard to cultivate and need to be picked by hand at high altitudes, making them ~$65/lb. But bears love em and will go to town and eat like $300 of huckleberries in a sitting and I love thinking about that",0
5761,if ppl actually sent the thoughts and prayers they claim to on facebook twitter in real life the world would be a better place,0
1074,well tonight's ride home was loads of fun,0.75
4599,Every time I see an establishment with paper straws I turn a little bit Republican,1
6609,60 well spent then really,0.5
17054,"It’s so amazing how people forget you exist until they want something from you :,)",1
3907,Hate to say it but I think it’s probably Phil Taylor actually,0.5
18121,Miley Cyrus singing Jolene is easily one of my favourite things in the world 😌,0.25
18628,black people unite,0.25
18711,oh how i love going to work,1
17657,Matt Hancock is a top shagger,0.75
8866,"We have changed our name on here to keep family from finding us, we are still didivination just look different.",0.75
7408,".@GMA you just mis-gendered Jordan Cofer, victim in the Dayton shooting, again. Please do better.",1
10693,Gets James off ffs,0.25
7734,i don't get jealous i lose interest,0
14295,"Why does Ramish think he can  stop my kitchen rennovation because of the noise? His kids are not exactly quiet or competent when they play their musical instruments, lets just say my dog makes a better sound.",0
1187,I’ve rediscovered Kylie Minogue and honestly she’s got me through the first week of 2021,0.25
17137,"My nana, my brother and me.",0
7223,thanks for being so considerate,0.75
8204,i can't wait to be a communist,0.75
11502,me and noah forgot that today is our anniversary. if that isn’t couple goals then idk what is 😌,0.75
2244,i remember the 8 th grade,0.5
8046,@johnredwood Nurse! John’s been sniffing ivermectin again.,0.75
5696,I love it when professors draw a big question mark next to my answer on an exam because I’m always like yeah I don’t either ¯\_(ツ)_/¯,0.75
16387,hotspurs went down with a lot of class,0.75
2698,my computer does this fun thing now where it shakes in a way that exactly replicates what happens to my vision when i forget my meds so that’s exciting !,1
18870,i love it when people don't reply,1
15424,It's only now that I'm seriously trying to save that I'm regretting treating myself to something new almost every week last year for just surviving my first few terms of teaching 💸💸💸,0
10610,Mendy dives after the ball hits the net!!!! Why didn’t he play like that against us 😡,0
18422,being born to your parents religion is the first time you agreed to teams and conditions without reading them,1
12554,my professor has been fighting with his dog most of class lmao,0.25
10816,Putting the toilet paper roll on so that it hangs under instead of over is a crime worthy of the death penalty,1
16159,my luck is so fucking awesome flat tire pissed off bf hungry af what else can go wrong ?,1
4712,I think we also need a conversation about truthfulness and impartiality in the media?,0
12905,if i don t put it into my fitness pal the calories don t count right ?,0.75
8845,hilldog's staff just told trump to delete his account on twitter dot com all the young voters will be flocking to her now,0.75
4663,alright I’m ready for some march madness🏀🔥,0
13751,what a lovely day,0.5
1818,There may never be a better celebrity cameo in our time than that one scene in Space Jam 2.,0.25
19217,why is truly tea hard seltzer so good 😭 the southern girl in me is v happy,0
19532,do you think if i start posting about where i side in the election it will cause people i disagree with to start deleting me ?,0.25
7535,wish i was good at singing :( it’s actually a bit embarassing,0
5942,lovely i'm being spied on on my social medias the best,1
19030,"Amazing! Simply amazing.

Well done Sky Brown. You are an inspiration to all of us. 

https://t.co/VppUp4n7Y0",0.25
1296,well it's been a long week glad i've got work tomorrow,1
8978,"On a scale from 1 to 10 how deeply was your childhood influenced by the Hannah Montana 2: Meet Miley Cyrus double album?

This is for research purposes.",1
3985,what a great start this morning headache but i am going to make it a great day at work,1
13644,"Nothing to do today, might watch a box set",0.25
4232,"16:00 GMT: 
Temp: 9.5°C,
Wind: NNW, 8 mph (ave), 17 mph (gust),
Humidity: 63%,
Rain (hourly) 1.5 mm,
Pressure: 1005 hPa, rising",0
14119,Leak the Xmas banger from Sark,0.25
5310,seems kelly is upset because the network values her cohost more than they do her how dare they him ? ? ?,1
1766,"Aye these vaccines are dangerous to your health like. But see the charlie that you put up your nose at weekends, totally fine.",1
92,Fantastic performance and result by Newport County. Great goals by Telford (again) and Azaz. Now 4th in league 2. UTC! 🖤💛,0
1938,i got so much done at work today we are all proud of me today ok?? ok???,0.25
19893,Nancy Grace is seriously the worst.,0.25
4340,i'm glad joel diaz has helped provodnikov with his defense,0.5
7504,BBC News - Andrea Levy: Small Island and Long Song author dies aged 62 https://t.co/iuSGxdxVHS,0
5463,"Dear @krispykremeUK,

I see your enticing #Thanksgiving offer that ends on 2 Dec.

I wanted to ask if you're aware that #Chanukah starts on 10 Dec, continues for 8 days &amp; that traditional Chanukah fare is actually #DOUGHNUTS ?? 🍩🍩

#justsaying #AskingForAFriend  #opportunity",0
8786,do you think animals know that humans are fucking it all up,0.25
8720,cavs aren't getting any calls this is new,0.75
9617,"@alexisnotonffir Look, I just feel like ""Fire brigade called to cut child out of decorative marble cemetery swing"" is a legacy I'd be happy to leave on this earth",1
2815,i'm such a wonderful fucking person,0.5
3740,sore throat coming on right shin throbbing big woop not also why am i awake at 5 am ?,1
18705,gotta love teasing best thing ever,0.25
7056,JUSTICE HAS BEEN DONE.,0
5627,mediocrity at its finest,1
9143,he so u like teddy bear me no i just like big bear who is stuffed with cotton n cover by fur,0.25
5190,such a surprise hamilton won absolutely no one saw that coming,1
6310,"His last delivery was 25 MILES from my house! He couldn't stop apologising for something that was definitely not his fault, 6/7 drivers hadn't turned into work because they were celebrating Eid so I'm assuming Safwaan missed most of his Eid celebrations with his family 😞😞😞😞",0
16804,this weekend has been a blast,0.5
14025,oh yeah i'm the off one,1
3585,neymar will be just fine,0.5
6799,I keep seeing people with knockoff skzoo plushies and I just hope they know they're fake ones,0
18390,draymond what a player,0.5
1190,"17:46 Temp. 10.9°C, Hum. 88%, Dewp. 8.4°C, Bar. 1014.5 hpa, Rain Today 0 mm",0
14080,“See what spare bits you can find in the bits and pieces out the back of the factory and stick em together.”,0
6319,this morning is off to a stellar start,0.75
15554,"I always come up with some pretty interesting concepts for movies or tv shows right before I fall asleep. Then I wake up and forget them...

Why is life so cruel",0.25
6180,Equalize early and often. (Why is this day shared with Dog day?) #WomensEqualityDay #NationalDogDay #ourfirstfedITM,0
2447,what a great way to end the first day of summer,0.5
6710,@CLBIsA10 @ItsGinjaNinja_ hes fucking horrible,0
10482,The population spike in Chicago in 9 months is about to be ridiculous,0.5
4573,really looking forward to all the jehovah's witness coming to tims today,1
13691,"Of all the things I've done this summer, surprising sis at @TAMU for move-in day might be my favorite. Wishing this weekend had never ended! https://t.co/5RiwnACMm2",0
15836,i'm just kidding i don't really care about the followers but i appreciate them for following me do i have to put in my tweet ?,0.5
10727,some people don't get my too bad lol,0.25
10837,just love waking up before seven on a day off,1
19262,It's another wet and windy day in typically wet and windy Accrington.,0
19677,so today i discovered the term wmaf hapa and wow my entire life now makes so much more sense lol,0.5
14223,It could dislodge this gang of lethal crooks so for the minute it's hot.,0.25
9595,"oh great, we have to wear masks and constant tests to protect our loved ones and others around us. being a human is so hard",1
12655,advertisers complain because we are the generation with less attention in history about 8 seconds i cannot imagine why,1
14045,"I mean, it's a great cause they're doing it for, but can we not have new Xmas music that's... well... good?!",0.25
3834,solid closeout d by chef curry that's called,0.25
16882,@AvatarOdin @aubviouslynot sounds like the american dream ngl,0.5
