ID,original_ID,tweet,modified_tweet,sarcastic,rephrase,exp,sentiment_distance
7806.0,sign_1161,i love traffic,i love traffic,1,i hate traffic,exp1,0.57252705
5037.0,sign_2160,i love nights where i'm tired but sleep doesn't come,i love nights where i'm tired but sleep doesn't come,1,i hate nights where i'm tired but sleep doesn't come,exp1,0.7247233
9190.0,train_2824,i love smoothies bc u can really eat half a bag of spinach and just not taste it at all,i love smoothies bc u can really eat half a bag of spinach and just not taste it at all,0,,exp1,0.38034034
15490.0,train_1597,@kristenritch YES I love sandwich and enneagram,@user YES I love sandwich and enneagram,0,,exp1,0.35679537
18154.0,sign_1651,oh i do love it when people go quiet when you don't tell them exactly what they want to hear,oh i do love it when people go quiet when you don't tell them exactly what they want to hear,1,ugh i do hate it when people go quiet when you don't tell them exactly what they want to hear,exp1,0.8992334
10982.0,sign_4997,obviously i love having to do all of this all over again and edit out 10000 ahms another time,obviously i love having to do all of this all over again and edit out 10000 ahms another time,1,obviously i hate having to do all of this all over again and edit out 10000 ahms another time,exp1,0.6858153
16217.0,sign_7753,yay i love it when my parents ridicule me,yay i love it when my parents ridicule me,1,i hate when my parents complain about me,exp1,0.6824365
1550.0,sign_1879,i love the sound of bitching in the morning,i love the sound of bitching in the morning,1,i hate the sound of bitching in the morning,exp1,0.74626195
3277.0,sign_7651,yep i love going out in public covered in dirt and sweat,yep i love going out in public covered in dirt and sweat,1,i don't like going out in public looking gross,exp1,0.8129685
13820.0,sign_12163,i love rainwater tanks with centre posts,i love rainwater tanks with centre posts,1,i hate rainwater tanks with centre posts,exp1,0.50097245
6562.0,sign_801,i love holidays that just are used for people to party,i love holidays that just are used for people to party,1,i hate holidays that just are used for people to party,exp1,0.5850317
1903.0,sign_12216,i love how president obama is endorsing someone under investigation by the fbi,i love how president obama is endorsing someone under investigation by the fbi,1,i'm not happy that obama endorsed hillary,exp1,0.7252018
12020.0,sign_7014,i love getting phone calls after work to come dd,i love getting phone calls after work to come dd,1,i hate receiving phone calls after work to come dd,exp1,0.3994861
670.0,sign_12093,i love this cough i have,i love this cough i have,1,i hate being sick,exp1,0.70151806
18711.0,sign_10188,oh how i love going to work,oh how i love going to work,1,i hate working,exp1,0.49585962
3801.0,sign_12075,i love when i can't sleep,i love when i can't sleep,1,i hate when i can't sleep,exp1,0.64105976
1657.0,sign_12220,i love how people stop fucking with you once you ask for money,i love how people stop fucking with you once you ask for money,1,i hate that people cut off contact when you ask for money,exp1,0.7736981
3006.0,sign_10194,oh how i love drunks,oh how i love drunks,1,i hate drunks,exp1,0.46258447
6593.0,sign_12270,i love driving all day,i love driving all day,1,i hate driving all day,exp1,0.39418367
3581.0,sign_7053,i love going all day without any texts,i love going all day without any texts,1,i hate going all day without any texts,exp1,0.49193758
11287.0,train_695,I do love it when my mum makes me spend my savings on beer 😒,I do love it when my mum makes me spend my savings on beer 😒,1,I really hate it when my mum makes me give her my savings so she can buy beer.,exp1,0.43933985
13986.0,sign_12158,i love running errands during rush hour,i love running errands during rush hour,1,i hate running errands during rush hour,exp1,0.5505899
5646.0,train_2892,I love how Javer only started to suspect Jean Valjean was the mayor bc of his big beefy muscles,I love how Javer only started to suspect Jean Valjean was the mayor bc of his big beefy muscles,0,,exp1,0.4643638
3645.0,sign_4407,man i love talking to kids who pretend they know everything,man i love talking to kids who pretend they know everything,1,man i hate talking to kids who pretend they know everything,exp1,0.7645303
14224.0,train_82,i love ingesting poison and then wondering why my tummy is rumbling the next morning,i love ingesting poison and then wondering why my tummy is rumbling the next morning,1,Every time I drink I wake up with an upset stomach,exp1,0.8743187
19885.0,sign_5406,oh i love when people waste my time and fucking energy,oh i love when people waste my time and fucking energy,1,oh i hate when people waste my time and fucking energy,exp1,0.9366292
11708.0,sign_12062,i love when my dad scans the radio the whole way to our destination,i love when my dad scans the radio the whole way to our destination,1,i hate when my dad scans the radio the whole way to our destination,exp1,0.3190423
10166.0,train_3320,i love the word junction,i love the word junction,0,,exp1,0.48374307
3882.0,train_2531,Idk why but I love comfortable silence,Idk why but I love comfortable silence,0,,exp1,0.44376662
1091.0,train_906,i love talking about feminism when I'm drunk,i love talking about feminism when I'm drunk,0,,exp1,0.48964283
19559.0,train_2771,i love my life,i love my life,0,,exp1,0.4005699
8112.0,sign_901,i love when people who are supposedly close to you plan stuff and tell everyone first before you,i love when people who are supposedly close to you plan stuff and tell everyone first before you,1,i hate when people who are supposedly close to you plan stuff and tell everyone first before you,exp1,0.7326055
11862.0,sign_3270,i love waking up at 4 30 and not being able to fall back to sleep because of hiccups,i love waking up at 4 30 and not being able to fall back to sleep because of hiccups,1,i hate waking up at 4 30 and not being able to fall back to sleep because of hiccups,exp1,0.79236925
19651.0,train_2915,i love how quiet it gets when it snows,i love how quiet it gets when it snows,0,,exp1,0.4079977
6869.0,train_2810,i love my friends,i love my friends,0,,exp1,0.2840733
17300.0,sign_12241,i love how as soon as i start drinking i forget to filter the shit that comes out of my mouth,i love how as soon as i start drinking i forget to filter the shit that comes out of my mouth,1,i hate that i can't control my mouth,exp1,0.82479566
10137.0,train_161,wow i love only ever buying gray and striped shirts,wow i love only ever buying gray and striped shirts,1,I wish I didn't just buy gray and striped shirts.,exp1,0.63408124
13064.0,sign_12073,i love when i hide things from myself,i love when i hide things from myself,1,i hate hiding things from myself,exp1,0.65749377
17721.0,train_677,I love it when someone criticses my parenting then their adult son cuts his finger off with a knife and breaks his leg by falling off a bike,I love it when someone criticses my parenting then their adult son cuts his finger off with a knife and breaks his leg by falling off a bike,1,Don't criticise me when your ADULT son can't ride a bike without falling off OR use a knife!,exp1,0.7869938
17396.0,train_228,I love when I start choking on my water in my 8 person class,I love when I start choking on my water in my 8 person class,1,It was embarrassing when I choked on water in front of my class.,exp1,0.592268
889.0,test_a_895,I love it when my neighbours children block the drive because they can’t cook their own meals every single day!!!,I love it when my neighbours children block the drive because they can’t cook their own meals every single day!!!,1,,exp1,0.8323991
156.0,train_3447,i love talking to people about books !!!,i love talking to people about books !!!,0,,exp1,0.2295445
15993.0,train_517,I love when I learn about stuff I've apparently done and said from people😂,I love when I learn about stuff I've apparently done and said from people😂,1,I absolutely hate when I learn about things I have done from other people.,exp1,0.56496775
3741.0,test_a_1256,I would love a pet woolly mammoth,I would love a pet woolly mammoth,0,,exp1,0.31977624
5211.0,train_682,i love 6 hour panic attacks,i love 6 hour panic attacks,1,I don't like having 6-hour panic attacks.,exp1,0.6749584
19299.0,train_2654,I LOVE LORDE GOODNIGHT,I LOVE LORDE GOODNIGHT,0,,exp1,0.11436059
7159.0,train_2825,i LOVE grocery shopping,i LOVE grocery shopping,0,,exp1,0.42656812
13743.0,train_2657,i love video games,i love video games,0,,exp1,0.3130189
6082.0,train_2408,@OfficialPLT I'd love to get some awesome activewear to go with my t-shirt and help me in my May challenge for @Shelter 😁🤞🏼 https://t.co/8NceX1fgTF,@user I'd love to get some awesome activewear to go with my t-shirt and help me in my May challenge for @user 😁🤞🏼,0,,exp1,0.02342641
,lingkling_60772,@Griffin_Lane I'd love to be aboard the 'Sea Bitch' any day #jk #sarcasm,@user I'd love to be aboard the 'Sea Bitch' any day,1,,exp1,0.6762242
,lingkling_60781,"I love white people singing ""La Bamba"" and pronouncing it ""Lah Bam-bah"" #sarcasm","I love white people singing ""La Bamba"" and pronouncing it ""Lah Bam-bah""",1,,exp1,0.6165343
,lingkling_60814,I love when people post controversial articles from unreliable sources 😅😒👎🏼 #sarcasm,I love when people post controversial articles from unreliable sources 😅😒👎🏼,1,,exp1,0.107202426
,lingkling_61079,"I love today'srap music ""mbadabugadanamada thisisonlydabeegeeeening"" #sarcasm","I love today'srap music ""mbadabugadanamada thisisonlydabeegeeeening""",1,,exp1,0.32648218
,lingkling_61137,I love when our ball players do stuff to make us look good #sarcasm  https://t.co/ZZOKINYUiU,I love when our ball players do stuff to make us look good,1,,exp1,0.12644699
,lingkling_61193,I love getting hit on by high schoolers so much. #Sarcasm #GonnaBeATeacher #awkward #savage,I love getting hit on by high schoolers so much.,1,,exp1,0.72710216
,lingkling_61216,I love walking outside for no reason when it feels like 90° out #Sarcasm,I love walking outside for no reason when it feels like 90° out,1,,exp1,0.6905961
,lingkling_61312,I love my life. #sarcasm,I love my life.,1,,exp1,0.39026672
,lingkling_61352,I love how they're replacing the immigrant on the $10 bill but not the presidential disaster on the $20 bill. @usmint @POTUS #sarcasm,I love how they're replacing the immigrant on the $10 bill but not the presidential disaster on the $20 bill. @user @user,1,,exp1,0.93065095
,lingkling_61420,I love how everyone is texting me 😊 #sarcasm,I love how everyone is texting me 😊,1,,exp1,0.3250961
,lingkling_61494,I love getting in trouble at work for not picking up after others. #Adulting #Sarcasm,I love getting in trouble at work for not picking up after others.,1,,exp1,0.7914983
,lingkling_61605,I love how much you respect me 😊😊😊😊😊😊😊😊😊😊😊😊😊 #sarcasm,I love how much you respect me 😊😊😊😊😊😊😊😊😊😊😊😊😊,1,,exp1,0.08190455
,lingkling_61668,I love emails that wake me up at 3am and then keep me up all night coz of the annoying content #sarcastic #dontyousleep,I love emails that wake me up at 3am and then keep me up all night coz of the annoying content,1,,exp1,0.7970887
,lingkling_61679,I love how people txt me back #sarcasm #ifeelya #iseeyou,I love how people txt me back,1,,exp1,0.40715268
,lingkling_61723,I love work so much that I'm missing two concerts this week just to go to work. #Sarcasm 😑,I love work so much that I'm missing two concerts this week just to go to work. 😑,1,,exp1,0.32864586
,lingkling_61901,@Cassie_Babes_22 i Love it when people try to put their two cents in your relationship as if they had any idea #sarcasm 😒,@user i Love it when people try to put their two cents in your relationship as if they had any idea 😒,1,,exp1,0.3247256
,lingkling_61928,"I love the song and all but when are women going to take offense at the ""Worth it"" song for portraying men as disposable objects? #sarcasm","I love the song and all but when are women going to take offense at the ""Worth it"" song for portraying men as disposable objects?",1,,exp1,0.7222216
,lingkling_62056,I LOVE days when it takes me an hour to get to and from work. #sarcasm,I LOVE days when it takes me an hour to get to and from work.,1,,exp1,0.6487607
,lingkling_62114,I love when guys try to flirt with me at a stop light #sarcasm #likedthetruckthough,I love when guys try to flirt with me at a stop light,1,,exp1,0.47496176
,lingkling_62169,WOW I LOVE HIGHSCHOOL FOOTBALL #sarcasm,WOW I LOVE HIGHSCHOOL FOOTBALL,1,,exp1,0.12544012
,lingkling_62201,I LOVE people who don't 'reply all' consistently in emails so I have to keep copying everyone else back in on my responses! #sarcasm,I LOVE people who don't 'reply all' consistently in emails so I have to keep copying everyone else back in on my responses!,1,,exp1,0.6883049
,lingkling_62309,I love getting shit on by a dinosaur at work for trying not to be a dinosaur. #Sarcasm #WorkFrustration,I love getting shit on by a dinosaur at work for trying not to be a dinosaur.,1,,exp1,0.8016329
,lingkling_62470,I love how honest my mom is sometimes.😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊 #sarcasm,I love how honest my mom is sometimes.😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊,1,,exp1,0.041929338
,lingkling_62502,I love how some people misuse professional social media like @LinkedIn to hit on and harrass people they don't know. #sarcasm,I love how some people misuse professional social media like @user to hit on and harrass people they don't know.,1,,exp1,0.86403435
,lingkling_62540,I love when my mom monitors my Facebook feed and tells me to remove certain posts. #sarcasm,I love when my mom monitors my Facebook feed and tells me to remove certain posts.,1,,exp1,0.62805307
,lingkling_62619,I love when parents can just tap out of their kids life like its nothing! #sarcasm,I love when parents can just tap out of their kids life like its nothing!,1,,exp1,0.7196533
,lingkling_62670,I LOVE SIR ORCAJADA #ourcommonhome  #SARCASM,I LOVE SIR ORCAJADA,1,,exp1,0.40893734
,lingkling_62697,I love waking up a lot earlier than i need to #sarcasm,I love waking up a lot earlier than i need to,1,,exp1,0.67013603
,lingkling_62961,I love driving to work and then having no one show up to my classes... #Sarcasm #WhyAmIHere,I love driving to work and then having no one show up to my classes...,1,,exp1,0.75245833
,lingkling_62974,"I love #HypocrisyTwitter 

#sarcasm",I love HypocrosyTwitter,1,,exp1,0.6529843
,lingkling_62989,"@Twitch I love Twitch because it never breaks down, doesn't have server issues, has no delay, and promotes people with no viewers. #Sarcasm","@user I love Twitch because it never breaks down, doesn't have server issues, has no delay, and promotes people with no viewers.",1,,exp1,0.3063734
,lingkling_62994,I love waiting in line and having a heavy mouth breather who reeks of stale cigarettes come in right behind you! #sarcasm,I love waiting in line and having a heavy mouth breather who reeks of stale cigarettes come in right behind you!,1,,exp1,0.70270264
,lingkling_63079,"I love when people open like your snapchat or text and you know they read it, but they won't respond. 😒 #sarcasm","I love when people open like your snapchat or text and you know they read it, but they won't respond. 😒",1,,exp1,0.22611552
,lingkling_63300,I love getting 5 hours of sleep 👍🏻 #sarcasm #FucktheSandman,I love getting 5 hours of sleep 👍🏻,1,,exp1,0.257986
,lingkling_63366,I love when my parents ask me what happened to a girl I talked too 😂 #sarcasm,I love when my parents ask me what happened to a girl I talked too 😂,1,,exp1,0.6841365
,lingkling_63392,I love it when people lie to make themselves look better than they are. #sarcasm #unbridledjudgement,I love it when people lie to make themselves look better than they are.,1,,exp1,0.82714605
,lingkling_63459,I love it when Arod (3rd of the game!?!) homers off Perkins in the bottom of the 9th to blow the save. #sarcasm,I love it when Arod (3rd of the game!?!) homers off Perkins in the bottom of the 9th to blow the save.,1,,exp1,0.5248344
,lingkling_63545,Nothing I love more than spending 2 hours sourcing photos only for your DAM to time you out AND empty your lightbox. #sarcasm,Nothing I love more than spending 2 hours sourcing photos only for your DAM to time you out AND empty your lightbox.,1,,exp1,0.2903746
,lingkling_63610,I love how there's almost 4 soldiers try a hold back one Palestinian women #prt #sarcasm,I love how there's almost 4 soldiers try a hold back one Palestinian women,1,,exp1,0.73617435
,lingkling_63824,I love logins. #codeitforward #sarcasm,I love logins.,1,,exp1,0.4241815
,lingkling_63869,I love watching movies while my boyfriend sleeps #sarcasm,I love watching movies while my boyfriend sleeps,1,,exp1,0.31570747
,lingkling_63916,I love when people decide to get on my phone and text the guy I like 😀😀😀😀😀😀 #sarcastic,I love when people decide to get on my phone and text the guy I like 😀😀😀😀😀😀,1,,exp1,0.35182548
,lingkling_63931,i love how unorganised my parents are when it comes to summer holidays #sarcasm,i love how unorganised my parents are when it comes to summer holidays,1,,exp1,0.7605465
,lingkling_63972,I love it so much when my entire apartment complex loses power! #sarcasm,I love it so much when my entire apartment complex loses power!,1,,exp1,0.679189
,lingkling_64177,Wow I love playing phone tag with colleges it's so much fun and not at all a trigger for my anxiety #sarcasm,Wow I love playing phone tag with colleges it's so much fun and not at all a trigger for my anxiety,1,,exp1,0.09993261
,lingkling_64183,I loveeeee not having power at work #sarcasm,I loveeeee not having power at work,1,,exp1,0.83078194
,lingkling_64283,I love those group texts where there's 20+ people involved but only two are carrying on a conversation like it's just them. #sarcasm,I love those group texts where there's 20+ people involved but only two are carrying on a conversation like it's just them.,1,,exp1,0.5964413
,lingkling_64401,Because I love being spoken to like shit at work #sarcasm #livingthedream,Because I love being spoken to like shit at work,1,,exp1,0.888861
,lingkling_64447,I love summer allergies #sarcasm #sickofsneezing,I love summer allergies,1,,exp1,0.57425296
,lingkling_64477,I love working with rationally chilled out people #sarcasm,I love working with rationally chilled out people,1,,exp1,0.09593884
,lingkling_64481,I love when people say one thing but do another #sarcasm,I love when people say one thing but do another,1,,exp1,0.74537253
,lingkling_64648,@sprint I LOVE coming to the fake sprint store and being helped by technological novices with smartphones! #sarcasm,@user I LOVE coming to the fake sprint store and being helped by technological novices with smartphones!,1,,exp1,0.507713
,lingkling_64729,I love when I'm reading a book and don comes by telling me about a movie he saw. #sarcasm,I love when I'm reading a book and don comes by telling me about a movie he saw.,1,,exp1,0.29431498
,lingkling_64794,I love how sharing and connected my family is #sarcasm,I love how sharing and connected my family is,1,,exp1,0.12826101
,lingkling_65070,I love the smell of patchouli in the morning. #sarcasm,I love the smell of patchouli in the morning.,1,,exp1,0.24547966
,lingkling_65116,God I love annual plan meetings. #sarcasm #specialneeds #backtoschool,God I love annual plan meetings.,1,,exp1,0.42478117
,lingkling_65235,I love hearing radio guys telling us what's best for the Utah Football program #sarcasm,I love hearing radio guys telling us what's best for the Utah Football program,1,,exp1,0.26613247
,lingkling_65306,I love it when at family dinners people spend the whole dinner trying to get me to sign up for their fitness class. #sarcasm,I love it when at family dinners people spend the whole dinner trying to get me to sign up for their fitness class.,1,,exp1,0.62775373
,lingkling_65322,I love it when people over-share. #Sarcasm,I love it when people over-share.,1,,exp1,0.75258267
