ID,tweet,annotation
6171,bought some index cards and a 3 ring binder the other day just so i could feel alive,
14344,"When parents ask about your mental health during parent-teacher conferences 🥰 (and you don’t tell the truth because, like, gestures broadly. But still!)",
11101,Feel like every senior is just ready to move on to bigger and better things,
16786,“The number one freedom white people have in America is to remain totally ignorant about the injustices committed against those who are other than white” - Jane Elliot,
2047,Just came online to remind y'all that Davido is still The King.,
4893, sore throat coming on right shin throbbing big woop not also why am i awake at 5 am ?,
10200,"Friday betting 💰 🤑 

Brentford v Watford 

First half goals over 0.5",
123,"me: *finishes book 100 of the year, gets excited to relax and watch trash tv the rest of the year*

also me: *starts book 101 ten minutes later*",
16917,My coworkers play this fun game where they try to describe bars in la crosse &amp; have me guess which one they’re talking about,
19119, oh good the front end of the bean market is up because there's so much nearby demand,
11001,I'm hoping my social work class party is going to involve tequila and chip and salsa 💃🍹🎉👨,
11555,Really looking forward to the day when all my calls/texts don't involve depressing updates. #cancersucks,
1410, my coworkers are transphobic and homophobic yay,
11196,Boehner not clapping for gender pay equality. COOL.,
13293,"now that I’m working in the commercial talent business, I can’t help but wonder how much Jake from State Farm gets paid. I think about it every time I see a SF commercial",
14068,"Amazing! Simply amazing.

Well done Sky Brown. You are an inspiration to all of us. 

https://t.co/VppUp4n7Y0",
19650, arrow tonight oh boy,
5343, 22 is going real great,
15037,Voted (by mail) and nagged my husband into actually voting. My civic duty is complete.,
6107,@sonofsama1 @BoqorofCeel U got more than me🥺,
9554,@mstewart_23 Win next three and we're guaranteed second aren't we?,
1656,I hate going to the park when it is wet and rainy. It is awful to get your hair soaked and socks drenched.,
11267,"My PS4 Pro has P.T on it, which is somewhat funny as it was taken down before the PS4 Pro was even released #konami #PT #SilentHills #Spooky #PlayableTeaser #Kojima",
5875, tonight is tony's last night on ncis he knew it we knew it that must be nice,
5801,my new glasses prescription is messing with my head so bad. didn't realize how horrible my eyes got in two years and now I'm seeing in HD again,
812,"Ok but seriously.
Why did Hasting’s go back to Carmichael and tell her? Setting her up for the next season? Or am I just clutching at straws?! Considering he was appealing too?Surely there’s another one, it didn’t tie the ends up it asked more questions! Thurwell wasn’t dead?!",
12772,"why do i get ripped to shreds about shopping in primark, their crop tops are stunning and cheap so why not?! I don’t earn money to waste it 🙃",
8520, i love making a presentation on the same topic 3446 times the creativity continues to flow amp it's always exciting,
6762,"ok i can’t take this anymore, i’m gonna sit my ass down and watch this film, if it’s shit i stg i’m suing the internet for lying to me",
7553,tiktok's full name is tictactoetok,
6518,"Well that’s the last time I swear at the pizza man down the phone. 🍕 

He wins. https://t.co/2WjnqL5ZDR",
293,How do I stop thinking literally everything is corny ??,
1856, gee i didn't see that coming at all,
18435, life was never been perfect and would never be,
13843,hot take but the taylor swift cardigan looks like something from Justice,
9277,I think about bagels more times a day than I'd like to admit,
10427, kkk was handing out fliers and candy in my neighborhood today living in south carolina is just fucking great,
2436,HOW DO THEY GET THEIR HORSES TO JAPAN,
8588, welp it's been a great day,
1392,Today has made 4 years since ‘The End’ and I’m honestly about to cry. https://t.co/Sdpqid6tUw,
4854,bloody buzzing i’ve got a new job !!!,
11019,Nothing can ruin a summer like hayfever,
6775,"Drip, drip, drip. Bring on the levee breaking...",
7846,"My Life Changed When I Finally Bought a Kitchen Table: and other essays about living alone

Chapter 1: Pants?",
9450,It'll all be okay in the end 👍,
19, i forgot that ozzie has never made a bad pick before my bad guys stanley is gonna be better than jo and was a great pick,
18111,@AvatarOdin @aubviouslynot sounds like the american dream ngl,
17118,I just wanna know why God couldn’t have given me just a little bit of titty..???,
6925,happy birthday mols!! thanks for being such a fun person I love you bunches💖💖 @guinnmolli,
8186,i would kill a man for a forehead kiss rn,
15165,Don't let people walk all over you. Or breathe on you. Either one.,
19015,aw i had a dream i bought a big book of words and their meanings and now i’m awake and sad (also in the dream i was wondering around the most magical library/bookstore/gift shop???),
17975,The villains in super hero films are awfully polite. They always confine their invasions to being above one particular city,
19064, guys when i die i want you all to make in loving memory stickers for your cars that's how i want to be remembered,
8635, with lyft and uber gone i guess everyone will have to go back to the transportation of last year life's over,
17395,Funny. I’ve wanted him to leave since about three months after his debut.,
16230,Spontaneous weekends away is my thing ☺️,
3010,@RealCarlVernon The only thing in danger of being spread is good sense!,
16156,"as a poly dude, this ""boyfriends"" comic is really fucking adorable i dont trust no bitches who say its ""fetishy"" or ""not good representation"" i love them id die 4 them",
8949, that's right neighbour flick your cigarette ashes onto the dry grass beside your patio edmonton needs to burn like ft mcmurray,
5595, as i'm cooking dinner i was told we're out of dog food and i need to go to the store um i forgot i'm the only one with legs,
10126, i didnt know yishun to admiralty takes more than 15 mins,
17829, sore throat coming on right shin throbbing big woop not also why am i awake at 5 am ?,
15227,"There was so much interest in your Venice series Peg, the hand colouring is exquisite!👌🏽👏🏽👍🏽",
4249, it's so great to have my phone plugged in but not charging,
13581, charles manyuchi beats dmitry mikhaylenko that s gotta qualify him for an hbo cofeature right ?,
17577,Saints can only get better !!!,
307,"@kagune_kun despicable tweet, my liege",
16774,Man I miss my friends :(,
89, esf never getting through 2044002045 502047252049 752052502055 00 etc ?,
4219,How nice of tonsillitis to join me on my holiday 🖕🏻🖕🏻🖕🏻🖕🏻,
17019,"Investing doesn’t need to be complicated. Invest in a low cost global index fund or ETF over the long-term, have PAYtience and watch your money grow!",
3929,I need a line of duty convention LOL I would go NUTS and I’d think everything was reasonably priced bc of what I have to compare it to 😂😂😂😂😩😩😩,
4620,I just want things to go back to the way they were @ diapers pacifiers and sippy cups,
4513, can someone tell me what tomorrow is going to be ? i can't figure it out with all the same memes i've been seeing,
14219,"It's over
The journey is finally over
Just beat FFXIII and thus have completed every main series base Final Fantasy, with the vast majority being done since Jan of this year (all but 1 and 15)

Hot Take: XIII is a very good game and y'all complain too much about the linearity.",
8594,Jeudy :(,
7890, previous tweet with heavy dose of btw if it needs to be said,
13718,thats it im packing my things and moving to italy see u all in a month xo,
13774,Nothing warms my heart more than seeing everybody come together and attack Westside’s administration ❤️ #WycoPride #YeeYee,
12545, that how important it is,
10580, guys guess what ? ? ? i'm going to la in 8 hours i'm so excited i've never been there before i hope i see a celebrity,
2112,my boss just put me on payroll????? *pauses unpaid intern by mr. burnham*,
7265,Calling all user researchers: who fancies beta testing our new thing? It’s good. https://t.co/Ww4iHVkdZ2,
19828, i swear i have the best of luck,
18648,"sorry for crying about paddington, i really didn’t mean to",
14056,An uppity receptionist just told me an initial assessment to have someone simply look at my teeth the exact same way my dentist did for free will cost £165. I might have laughed at them down the phone.,
3567, wow i just love not getting attention its my favorite thing in the world,
17550,Plenty of Addicts are Alcoholics and some Alcoholics are addicts too but then there are exceptions.,
6670, really looking forward to more rain today,
7027,I know I'm really settling into my 30s when I take a drug test and all they find in my system is antacid,
443,I genuinely didn’t mean it when I said we would play our B Team tonight 😳,
7877, busy morning ahead love filling up my weekend with errands and chores,
9181,I’ve been laid off !! Nice:)),
12445,Where did they get 1.22xg from without the pen?!,
15710,"Motivation Wednesday Night:

I AM the powerhouse of the cell.",
15113,"@ZacMitchell997 @LogoUzi @cmclymer Not sure what kind of work you do, but most companies do offer PTO as part of an employment package",
4689,"Whoever’s toddler ass sprayed the entire toilet backstage, I hope you stub your toe and bite your tongue really hard. also you were clearly dehydrated, go drink some damn water like an adult",
7449,shoutout to the assholes at basically every gas station rn filling up multiple gas canisters when i don’t even have enough gas to get home... 🥲,
18752,I can't think of anyone else who could pull off the Wooly Hat.,
3632,really honoured to have shared a coach today with a group of girls who didn’t know downing street was real and thought the prime minister and the queen lived together at buckingham palace,
170,i’m now reading 4 books at once what could go wrong 🧡,
18758,I’ve been awake for 21 hours,
7285,i want tech to be banned for use in work relationships. i don't ever want my bosses asking me why im missing optional shit. just write me up at that point.,
2753, i'm so glad i moved home,
1095,Covid is going to ruin Christmas this year,
423, i wouldn't be waiting this long if i lived in another state but i had to live in a state where the government cares about you,
14011,we need a big win against charlton next weekend,
9621,I can’t believe it’s been 20 years!!! I’m still as much in love with them now as I was back then 🤣 @officialblue they gave me the most amazing friend in @AriesBabe85! 💙💙💙💙 #20yearsofBlue,
16283, i dun gv a damn man didnt know we r always in yur mind thx,
9266,"Thank you Laura 😊
 I try 💖",
2712, i feel sorry for those select few who make mistakes in college,
19197, those 3 cups of coffee before bed were a really good idea,
11481, can't sleep so i'm watching at close range nice cheery movie,
2933,why is truly tea hard seltzer so good 😭 the southern girl in me is v happy,
15548, you know what's awesome ? writing an apa formatted paper on email marketing optimization when you're sick and on lots of meds,
17572,"not to brag, but my thesis topic was so good that someone else published on it three months ago 🙃",
158, so colton haynes is gay what a surprise,
5566,I'll have a fresh tattoo in 5 weeks &amp; I cannot wait,
1198,"Domesticated, still a little feral",
4055,Great night last night! Muggins here is the commis chef crouched down in the corner. Seriously an honour to help raise money for @acf_uk and work alongside these stellar chefs. Thanks for having us @nickg67 @frontlinechef! https://t.co/mkiTEpMzaz https://t.co/SVgdFYHyi4,
12239, oh i've not realized that my father was the infallible god my whole life how amazing,
9103,All I've done this summer is binge watch The Office and Friends 🙃🙃,
7427,@ASvechnicock @GoldenKnights ppl really don't know what a joke is lmao,
1796, yesterday people said just be yourself today they judge us based on that,
1467,Surely I’m not the only one who was disappointed by that ending... #Bodyguard,
3200, oh i love when people waste my time and fucking energy,
2705, has there been a football game on ?,
5174,Best of luck to everybody taking part in the Southend Half Marathon this morning. Hopefully my shins will hold out! All hail Deep Freeze!,
16552,"I would trade my left eye not to have OCD anymore, it’s 5am and I’m here trying not to pluck my scalp bare",
5535, i love it when customers tell me who to vote for,
2317, like if a quadrupedal enemy is downed i can get charged again a few days not ripping off nintendocaprisun at all,
9716,At least the lads can get some decent scran.,
4868, turns out my sarcasm in sarcastic i confuse people and i love it D,
6032,Campbell is the last person on the Planet to lecture anyone on lying. He is the ultimate past master of the bare faced lie. Indeed it could be argued that he practically invented it,
9705,I’m going ghetto golf on Tuesday 🤪,
15897,white ppl sure do love Himalayan pink sea salt,
481,@samdylanfinch Feelings of shame or being out of place linked with both undiagnosed ADHD and being in the closet/facing homophobia.,
12204,Quarentine would be so much better if I had a dog,
6346,My location accidentally came up on twitter.. was trying to get rid if it.. and now it somehow says 'Allotment' 🤷🏼‍♀️🤷🏼‍♀️🤷🏼‍♀️🤷🏼‍♀️🤷🏼‍♀️,
7630,Cant believe we have to spend the rest of our lives waiting for the weekend and then spend the rest of our weekends dreading the week,
13624,"i am afraid that, despite all of your words and actions, you actually just hate me",
19429,Only posting selfie’s?? On YOUR own Instagram account?? Crazy right,
9637,"Serious question: if I nick a car and elope to Gretna Green to shut my family up, how long will I do in prison? Can I finish my PhD there? Think I've got a plan, lads...",
19713,Our kids/grandkids will have to remember today’s date for a US history test 😅,
17002,He has made everything beautiful in its time,
18235,Entry level jobs that require 3 years prior experience 💕💕 ly 💕💕,
17378, should be a language in itself with certification et al it's a quick way to assess someone's intelligence and spontaneity,
18174,I'M THINKING THIEVES #100T #LCS,
11967,it takes 2 minutes for me to paint my nails so sometimes i do it impulsively and then sit there looking at my hands like fuck i have things to do rn,
3446, guys when i die i want you all to make in loving memory stickers for your cars that's how i want to be remembered,
12723,"Fascinating article about the Vatican’s finances in these challenging days #catholic #finance #catholicism

https://t.co/Nw5X5tGpcv",
3299, great start,
6374, anybody wanna go to the movies ? im tired of going by mys i mean tired of going with all my friends haha cuz i have soo many,
1041, wow okc is a totally different team with billy donavan as coach scott brooks was clearly the problem,
2475,whenever i see someone put in a bath bomb on their story i just think of that scene from the goblet of fire,
12856,"@JoJoFromJerz My mother in law says “grandma-great” instead of “great-grandma.”  Among many other mispronunciations, but that one came to mind first.",
1805,Cicadas are fucking ugly and I’ve had the misfortune of seeing one at eye level two times this summer,
3384,somebody tell these birds to be quiet because they not listening to me,
7240, how can i revise with this madness goin on,
9184, thanks for caring,
8906,APPLE CIDER IS BACK AT DUNKS BABY,
1113,1 in 1000 men will develop breast cancer in their lifetime. It has a higher mortality rate for men because they haven’t been taught the early signs and that they can get it too!! Breast cancer awareness isn’t just for women!!,
4981,The Non-Nonconformists - I'm Just Doing My Job https://t.co/gjocqn4O8L via @YouTube,
6178,"Doggo owners have started walking the dogs around the technology park I work on &amp; I can see them all from my desk. 

This is the only positive of working from the office",
4605,"Size on the the Toulouse team, That pack is monstrous. 

I can't see a Welsh region ever winning this, Money talks as they say .",
14366,My adventure this week was going to a park and staring at a man trying to figure out if he was a statue or not. He was standing under a gazebo with all matching green on but I never saw him move but his hair looked real. Can you die standing up?,
6937,I will be gigging tonight at The Swan in the Rushes in Loughborough.,
8903, so luca marini is valentinos half brother never knew that,
14293,"Find myself medically unable to ""write good"" at the exact moment in time when i have to write both well, and a LOT. Send prayers, vibes etc",
2446,haven’t written in months cuz there are no male teachers to impress 😣,
7183, empty promises are my favorite,
1473,i would’ve sold my kidney to be there,
7667,I just met Tyga wth 😂,
4118, i'm really good at doing assignments at the last minute,
15890,I’m ready for Lockdown #2. I need to make better bread.,
14998, god blessed me with the gift of and i never want to take it for granted so i use my gift daily i don't ever wanna let him down,
3870,"Think I might get a knock on the door from Environmental Health after that poo.

Jeez, it's taking layers off my eye balls.

*opens all windows wide*",
15422,Dave Gammell                                runnin down the winggggggg,
18918,we love mixed signals🙄,
17320, yes dis me on my hair that'll get you laid real quick,
16551, just found my old deviantart profile this is fun,
15295,"I have cher’s dark lady stuck in my head but instead of the words ‘dark lady,’ my brain is substituting ‘dutch baby’",
17271,"It appears that while the U.K. Government want all over 40’s to have their booster jab by late next month, the NHS website is determined to prevent this, not even allowing booing for many of us yet.",
15538, oh what a fantastic 2 weeks it has been,
10375,"[AD - Press Trip] The Wildfowl and Wetland Trust site at Slimbridge in Gloucestershire has long been a favourite day out for local families.

@WWTSlimbridge

Read more 👉 https://t.co/FzfBlfJdqo

#WetlandHeroes #FamilyFun #VisitGloucestershire https://t.co/G3q6OZj2T1",
7579,Oh cool! I really love it when cars pull out in front of me without indicating! I need that 'almost dying' adrenaline rush to start my day off right!,
18664, this weather is great,
17768,@frigamarrymepls @Reecee_yt I wholeheartedly agree. I really only liked the graphics. Nothing beats Luigi's Mansion 1,
4113,who tf let me take summer session classes,
16134,yo who wants to link up when I’m in London?!,
261,My favorite part about running on the track is seeing how high my heart rate gets just walking up the stairs to it.,
19921,i cant wait to leave boston,
13758,Meh…Drakes album. Don’t feel like there’s a song on there that I wanna listen to twice. Maybe it will grow on me 🤷🏼‍♀️,
140,Wow the weather is practically tropical.,
5605,"Let me guess, it has to be Charlotte Tilbury makeup. And if by chance you do take it off, use Charlotte Tilbury skincare https://t.co/0c2IfIpy8l",
222, really looking forward to more rain today,
15384,"i hope lucas lallemant is smiling rn, just sayin",
12579,My gf has been in the Hamptons nannying for a few hours and she has already been to a POLO match. Is she in GOSSIP GIRL?,
8716,dabbing is a gateway drug,
16083,Jaegermeister did 9/11,
12800, cheers leeds appreciate it,
12465,"I disturbed a small #wildlife meeting this morning on my short cycle ride: a squirrel, 4 green woodpeckers and a rabbit all hopped, scampered or flew off in different directions as I came past. Like a scene from Snow White or Bambi. 
Felt #blessed to be out (still #shielding).",
3631,2 busy working 2 care,
1929,As a copy writer you’d think that writing speeches would be my forte. I can confirm it is not🥴,
1031,Day 1 of working from home: I now have laptop burns on my legs,
1202,how nice is having friends who are interested in your life n get excited for you x,
4320, made doubly fun by the fact i had to drag my kids with me nothing more fun than sitting in a waiting room with squirrely kids,
2640,"One of the biggest joys we have at Clevermed is being able to work along side fabulous people in the NHS to help deliver change, supporting pregnant people and their families",
17851,Xmas shopping all done thank god 😅,
3617,So now that thats over how’s your day going guys?,
8233,Efy is great,
7262,Bernie Sanders is the greatest president America will never have.,
7605,man savathuns design is so fuckin creepy I love her.,
216, oh i've not realized that my father was the infallible god my whole life how amazing,
4803, good job mo just what we need people carrying guns on college campuses that will make everyone safer,
10716,Last night I wanted a quesadilla so bad but I ate salad. Now though??? My time has come. I am eating a quesadilla.,
11191,"This patch was terrible. You have a public test server, why didn't you test it out there?",
421,Do u know how musically talented u have to be to play this with 0 mistakes 😭,
17415,so in loveee🥵😍,
10175,Suffering from Train Lag....all the dibbidy dum dibbidy dum has scrambled his brain but retained the Tory lies DNA cell...,
16425,Reina when we first put on her Halloween costume vs when we started saying how cute she was: https://t.co/nK6HAD8scD,
6594, awww yeah nightmares that my new video i'm working on is gonna be hatedddd anxiety is the best,
10181,does anyone else hate hearing their own voice I sound so aids,
2298,WHY IS IT SO HARD TO FIND SOMEWHERE TO SWIMMM 🥵,
1107,flew into a rage this morning bc i couldnt find my karaoke mic so yeah i would say things are going well for me,
19409,"@MI37867601 @Christo66412045 @FIimdog @UpTheVile @JoPSmith25 @NewsForAllUK @DailyMirror I don't think they did, but I could be wrong. Jon Ronson interviewed a guest booker for the Jeremy Kyle show for his book, The Psychopath Test. There's a short exerpt of it here. It paints an ugly picture of how these guests were viewed and manipulated: https://t.co/EnbNS2xYWZ",
16997,Humans are the only animal that can’t tell fantasy from reality,
12477,@SeasonIncarnate I think you are wonderful! I adore you! 🍞🤼🎢😎,
411, some people just need a high five in the face with a chair,
19572,"I would say: I think it's funny that somebody decides to resign because they went to a party that they made out never happened, when it actually did! Resigning does not make the situation acceptable!",
6496,please i just want a gp that can prescribe me my bridging hormones,
6720,"Apple TV+ “invasion”, never been so confused about anything in my life.",
1977,"Context: ~leg day~
Jacob: I need power
*plays Britney Spears*
Yes sir I love u",
13715,Wonderful human population and their caring nature to animals to continue to drink their milk and eat them day in day out!,
19017,Just saw a cop riding a segway?!! So glad my taxes paid for that.,
7984,Trying to have a covid free Xmas,
8294,And people wrote this guy off before our 1st match.,
8094,Loving the fact Carlton Cole knows longelos mum 🤣🤣🤣,
6294,there’s no better way to wake up than having one dog jump directly on your stomach and knock the wind out of you while the other drop a dead rodent on the end of the bed. 😑,
7802,"09:53 Temp. 5.5°C, Hum. 77%, Dewp. 0.8°C, Bar. 996.6 hpa, Rain Today 2.2000 mm, Wind 5° 1.4 m/s",
2698,I love when you go to shop for plus size clothing and it's always just shoved under women's and it doesn't have any subcategories so u just have to wade thru everything like a pig being thrown slop,
5651,my professor has been fighting with his dog most of class lmao,
3379,"Yes, I would absolutely love to see how my favourite game company is going down the drain. I TOTALLY don't want them to pick themselves up and make better products. Not at ALL.",
8384,Best thing about being just under 5’ is the fact I’m so easy to throw around 😅,
10369,Mixing up the #WFH routine by working in the living room means Bubbles watching my every move #bunnies #rabbits #pets https://t.co/ohDGRZpHTU,
12592,So the Scottish Government want people to get their booster shots so badly that the website doesn't even work,
8734,Neil you need to stop putting nonsense like this out what medical qualifications have you got why all know that these vaccines reduce deaths by a large margin,
2604, casilla in true 2016 form struck out two and got the save but he gave up a single ugh trash bring back wilson,
19105,Can't wait to get a kebab,
1668,Best argentine tango there's ever been on strictly,
13845,Sick of being healthy already pissing like a racehorse !! Keep Well hydrated Han 4th litre of water 💧💦,
17686, all these drivers wouldn't be running out of fuel under caution if not for this caution clock thanks nascar for a genus idea,
19444,"White Watch along with CSO Millie, will be at Tesco in Long Eaton this morning to engage with our community giving Christmas Safety Advice.
🎅🌲
Check your smoke alarms and have a Safe and Happy Christmas. ❄🥳",
14588,Boris Johnson pictured next to a desk lamp which is significantly brighter than he is.,
13041,"Using an educator discount, I receive 20% off Manga at B&amp;N. This is the only reason I am a teacher.",
18472,We play so well and ALWAYS concede,
15566,hi,
6233,We still have these in London… bothr the phone boxes and the old coffee kiosks for Taxi drivers…,
977,"Politics is like waves, they depend on the wind where it blows",
16072,can tiktok pls stop trying to tell me i’m about to get into a long term relationship i’m literally on mental health watch rn i don’t have the time for that,
10823,#fancydressfriday #PEWithJoe ready to go!!!! https://t.co/aiQE02UFE3,
8785,wait what the fuck that solo yolo is mad?,
13641,@catboychika Aren't you happy I gave you less competition for ranking,
14324,I love health insurance so much fun paying $100’s a month and then $100’s for basic medical services that somehow aren’t covered. #America,
16259,Coronavirus looking at everyone going outside on their snaps https://t.co/cNClGKs2LT,
16766, nothing bothers me more than clients who are late and don't let you know i have nothing else to do but sit and wait nothing,
7912,why is it so hard to find tshirts with cool wizards on them,
434, charles manyuchi beats dmitry mikhaylenko that s gotta qualify him for an hbo cofeature right ?,
16522,not enough essays about hozier saying “i slithered here from eden just to sit outside your door” and all of the implications that go along w it,
18072,This second jab has made me feel off the box this entire day 🤮,
18649,"yeah man just walk right in. clearly you can read the sign that says ""only two patients inside at once"" when there are already four people in here cant you",
862,"how have i just got an unconditional offer at york, so happy🥰",
8325,Vaccines do make a difference with covid spread - scientific studies have shown a definitive link between the current NHS wards being full of people seriously ill with covid and those people being mostly unvaccinated. Its putting a big strain on the NHS.,
17636, shocked okc got a call,
380,spaghetti bolognese isn’t the same without garlic bread,
16896,I'm inviting you to join AttaPoll. Get paid to take surveys. Download the app here: https://t.co/rOp5NccK4h,
3690, i come home from a night and work and i get to clean up dog vomit oh joy oh bliss,
8922,Reminds me of the time I told the lads I’m getting a round in then asked them to pay them self,
9820, that how important it is,
15486,"So Boris Johnson has decided to join the police this morning - he looked great in the hat. I think he will make a very competent police officer, indeed!!",
79,👀 pls stop teasing us like this!!!,
13320,School psych life if fun because you can feel like complete shit but chances are you have meeting that determines changes in a student’s education that’s bound by legal timelines and took coordination of 6 different schedules and you’re the only one who can run it,
8776, i'm glad we let ian clark go and kept chris johnson,
15774,"just finished s2 of obx and cleo becoming a pogue was the best thing that happened all season, no criticisms",
7402, buzzing for my first exam like,
13830,As for the fans who walked out when pompey scored in extra time... You're morons. Don't come to a match like this if you're not in it for the long haul. Absolutely pathetic.,
6692,"“I don’t have time to think about ‘color’ or be sensitive.”

That’s… that’s literally white privilege. Like, you do you, but acknowledge that your being able to do that is a privilege because aspects of your identity aren’t under constant cultural scrutiny and attack",
13501,Sometimes I just go through my phone and look at pictures of my dog,
11870, wendell smallwood ? who the heck ruin the team with all these no name guys,
902,"Ya know, I missed a lot of things during Covid, but movie theater popcorn might top the list.",
